,ID,SerialNumber,ListYear,DateRecorded,Town,Address,AssessedValue,SaleAmount,SalesRatio,PropertyType,ResidentialType,NonUseCode,Remarks
150234,150235,10099,2010,07/20/2011 12:00:00 AM,East Haddam,31 OLMSTEAD ROAD,51800,60000.0,0.8633333000000001,Vacant Land,,,
150241,150242,10038,2010,03/08/2011 12:00:00 AM,East Haddam,315 EAST SHORE DRIVE,266890,505000.0,0.5284949999999999,Residential,Single Family,01,
150342,150343,10042,2010,03/18/2011 12:00:00 AM,East Haddam,369 TATER HILL ROAD,187330,100000.0,1.8733,Residential,Three Family,25,
150347,150348,10065,2010,05/16/2011 12:00:00 AM,East Haddam,37 BOGUE LANE,248600,197500.0,1.258734,Residential,Single Family,,
150350,150351,10048,2010,04/01/2011 12:00:00 AM,East Haddam,37 FALLS ROAD,191050,170000.0,1.123824,Residential,Single Family,14,
150369,150370,10013,2010,11/22/2010 12:00:00 AM,East Haddam,38 WOODMONT CIRCLE,263100,327500.0,0.8033588,Residential,Single Family,,
150372,150373,10088,2010,06/24/2011 12:00:00 AM,East Haddam,381 TOWN STREET,368580,651177.0,0.5660212,Commercial,,18,
150385,150386,10095,2010,07/06/2011 12:00:00 AM,East Haddam,39 HOPYARD ROAD,305250,649000.0,0.470339,Residential,Single Family,,
150398,150399,10025,2010,01/03/2011 12:00:00 AM,East Haddam,393 TATER HILL ROAD,178480,240000.0,0.7436666999999999,Residential,Single Family,,
150581,150582,10076,2010,05/31/2011 12:00:00 AM,East Haddam,46 CLARK GATES ROAD,182630,241000.0,0.7578008,Residential,Single Family,,
150610,150610,10008,2010,11/09/2010 12:00:00 AM,East Haddam,47 RIDGEWOOD ROAD,88440,126330.0,0.7000712,Residential,Single Family,,
150645,150645,10045,2010,03/22/2011 12:00:00 AM,East Haddam,5 DEER RUN,236610,345000.0,0.6858261,Residential,Single Family,,
150719,150719,10105,2010,08/09/2011 12:00:00 AM,East Haddam,521 MT PARNASSUS ROAD,167990,145000.0,1.158552,Residential,Single Family,01,
150784,150785,10016,2010,12/02/2010 12:00:00 AM,East Haddam,57 SHORE ROAD,173440,243000.0,0.7137449,Residential,Single Family,,
150794,150795,10028,2010,01/11/2011 12:00:00 AM,East Haddam,58 SCHULMAN VESELAK ROAD,206090,206000.0,1.000437,Residential,Single Family,14,
150831,150832,10059,2010,05/02/2011 12:00:00 AM,East Haddam,6 HUNTINGTON DRIVE,264050,380000.0,0.6948684,Residential,Single Family,,
150845,150846,10079,2010,06/07/2011 12:00:00 AM,East Haddam,6 REBECCA LANE,291810,410000.0,0.7117316999999999,Residential,Single Family,,
150865,150866,10070,2010,05/18/2011 12:00:00 AM,East Haddam,60 ACKLEY CEMETERY ROAD,244520,435000.0,0.5621149000000001,Residential,Single Family,,
150885,150885,10072,2010,05/23/2011 12:00:00 AM,East Haddam,61 FALLS BASHAN ROAD,171950,185000.0,0.9294594999999999,Residential,Two Family,,
150926,150926,10103,2010,08/02/2011 12:00:00 AM,East Haddam,64 LAUREL COVE ROAD,363760,570000.0,0.6381754,Residential,Single Family,,
150927,150927,10112,2010,08/24/2011 12:00:00 AM,East Haddam,64 MAIN STREET,227890,133750.0,1.70385,Residential,Single Family,01,
150938,150938,10035,2010,02/03/2011 12:00:00 AM,East Haddam,64 WILDWOOD ROAD,133530,194000.0,0.688299,Residential,Single Family,,
150948,150948,10033,2010,01/25/2011 12:00:00 AM,East Haddam,65 HONEY HILL ROAD,218730,225000.0,0.9721333000000001,Residential,Two Family,,
150973,150973,10096,2010,07/11/2011 12:00:00 AM,East Haddam,66 WHITE SANDS ROAD,136040,189900.0,0.716377,Residential,Single Family,,
150994,150994,10057,2010,04/21/2011 12:00:00 AM,East Haddam,68 PINE ROAD,145530,84900.0,1.714134,Residential,Single Family,14,
151016,151016,10001,2010,10/04/2010 12:00:00 AM,East Haddam,7 EAST LANE,83960,130000.0,0.6458461999999999,Residential,Single Family,,
151030,151030,10060,2010,05/09/2011 12:00:00 AM,East Haddam,7 MEADOW BROOK DRIVE,210960,298725.0,0.7062014,Residential,Single Family,,
151052,151053,10007,2010,11/12/2010 12:00:00 AM,East Haddam,7 WINTERBROOKE ROAD,56360,65000.0,0.8670769,Vacant Land,,,
151056,151057,10056,2010,04/19/2011 12:00:00 AM,East Haddam,70 MT PARNASSUS ROAD,148690,126000.0,1.180079,Residential,Single Family,14,
151094,151095,10010,2010,11/15/2010 12:00:00 AM,East Haddam,74 MOTT LANE,201020,255000.0,0.7883137,Residential,Single Family,,
151108,151109,10092,2010,07/01/2011 12:00:00 AM,East Haddam,76 BALLAHACK ROAD,201180,235000.0,0.8560851,Residential,Single Family,,
151118,151118,10086,2010,06/17/2011 12:00:00 AM,East Haddam,76 WILDWOOD ROAD,94510,148950.0,0.6345082,Residential,Single Family,,
151159,151159,10085,2010,06/16/2011 12:00:00 AM,East Haddam,8 BROOKE HILL ROAD,212700,273000.0,0.7791209,Residential,Single Family,,
151246,151246,10002,2010,10/18/2010 12:00:00 AM,East Haddam,88 BAKER LANE,187320,238000.0,0.7870588000000001,Residential,Single Family,,
151253,151253,10003,2010,10/19/2010 12:00:00 AM,East Haddam,89 MAIN STREET,484630,740000.0,0.6549054,Residential,Single Family,,
151260,151260,10047,2010,03/31/2011 12:00:00 AM,East Haddam,89 LONGWOOD DRIVE,120000,159900.0,0.7504689999999999,Residential,Single Family,,
151303,151303,10087,2010,06/20/2011 12:00:00 AM,East Haddam,9 SANFORD BRIDGE ROAD,288430,353000.0,0.8170821999999999,Residential,Single Family,,
151311,151311,10044,2010,03/22/2011 12:00:00 AM,East Haddam,9 VALLEY BROOK DRIVE,64990,70000.0,0.9284286,Vacant Land,,,
151334,151334,10030,2010,01/20/2011 12:00:00 AM,East Haddam,92 HEMLOCK VALLEY ROAD,297000,50000.0,5.94,Residential,Single Family,01,
151369,151369,10061,2010,05/09/2011 12:00:00 AM,East Haddam,97 BOGEL ROAD,80010,149900.0,0.5337558000000001,Vacant Land,,,
151441,151442,10098,2010,07/19/2011 12:00:00 AM,East Haddam,CREEK ROW,210,72000.0,0.002916667,Vacant Land,,28,
151458,151459,10082,2010,06/13/2011 12:00:00 AM,East Haddam,FOX HOPYARD ROAD,200580,290000.0,0.6916551999999999,Vacant Land,,25,
151471,151472,10084,2010,06/15/2011 12:00:00 AM,East Haddam,HAYWARDVILLE ROAD,23940,32000.0,0.748125,Vacant Land,,12,
151569,151570,10006,2010,10/05/2010 12:00:00 AM,East Haddam,SHANAGHAN ROAD,59050,155000.0,0.3809677,Vacant Land,,08,
151571,151572,10058,2010,04/29/2011 12:00:00 AM,East Haddam,SHEEPSKIN HOLLOW ROAD,1750,125000.0,0.013999999999999999,Vacant Land,,28,
151611,151612,10054,2010,04/18/2011 12:00:00 AM,East Haddam,WHITE SANDS ROAD,4750,3000.0,1.583333,Vacant Land,,14,
155884,155885,100287,2010,05/13/2011 12:00:00 AM,East Hartford,10 ARAPAHO DRIVE,40630,62000.0,0.6553226,Residential,Single Family,,
155910,155911,100267,2010,04/29/2011 12:00:00 AM,East Hartford,10 EASTERN PARK ROAD,926110,1200000.0,0.7717583,Industrial,,,
155959,155960,100128,2010,01/25/2011 12:00:00 AM,East Hartford,10 TOWER ROAD,129540,123500.0,1.048907,Residential,Single Family,14,
156036,156037,100291,2010,05/17/2011 12:00:00 AM,East Hartford,102 DAVIS ROAD,153270,163000.0,0.9403066999999999,Residential,Single Family,11,
156055,156056,100011,2010,10/06/2010 12:00:00 AM,East Hartford,102 O'CONNELL DRIVE,148700,176000.0,0.8448863999999999,Residential,Single Family,,
156059,156060,100342,2010,06/27/2011 12:00:00 AM,East Hartford,102 WASHINGTON AVE,85670,98000.0,0.8741837,Residential,Single Family,,
156066,156067,100263,2010,04/29/2011 12:00:00 AM,East Hartford,103-105 SILVER LANE,145210,85000.0,1.7083529999999998,Residential,Two Family,14,
156147,156147,100070,2010,11/24/2010 12:00:00 AM,East Hartford,105 OAK STREET,143900,117500.0,1.224681,Residential,Single Family,18,
156182,156182,100097,2010,12/17/2010 12:00:00 AM,East Hartford,1065 & 1071 BURNSIDE AVE,304230,320000.0,0.9507187,Commercial,,24,
156188,156188,100034,2010,10/26/2010 12:00:00 AM,East Hartford,107 ELLINGTON ROAD,120460,112000.0,1.075536,Residential,Single Family,,
156192,156192,100172,2010,02/24/2011 12:00:00 AM,East Hartford,107 HARTZ LANE,167010,190000.0,0.879,Residential,Single Family,10,
156196,156196,100422,2010,08/17/2011 12:00:00 AM,East Hartford,107 HOLLISTER DRIVE,114620,100000.0,1.1462,Residential,Single Family,15,
156218,156218,100122,2010,01/13/2011 12:00:00 AM,East Hartford,1072 BURNSIDE AVE UNIT C 2,25270,20000.0,1.2635,Condo,,03,
156246,156245,100399,2010,08/01/2011 12:00:00 AM,East Hartford,108 WASHINGTON AVE,97970,108000.0,0.9071296,Residential,Single Family,,
156250,156249,100151,2010,02/07/2011 12:00:00 AM,East Hartford,1083 BURNSIDE AVENUE,99120,500000.0,0.19824,Commercial,,25,
156266,156265,100004,2010,10/01/2010 12:00:00 AM,East Hartford,109 MICHAEL AVENUE,126150,140000.0,0.9010714,Residential,Single Family,14,
156277,156276,100343,2010,06/27/2011 12:00:00 AM,East Hartford,109 WESTERLY DRIVE,138160,135000.0,1.023407,Residential,Single Family,25,
156321,156320,100165,2010,02/16/2011 12:00:00 AM,East Hartford,11 CLARK STREETREET,180250,99900.0,1.8043040000000001,Residential,Four Family,14,
156323,156322,100104,2010,12/27/2010 12:00:00 AM,East Hartford,11 CLUNE COURT,85600,69000.0,1.24058,Residential,Single Family,,
156368,156367,100403,2010,08/02/2011 12:00:00 AM,East Hartford,11 MONTCLAIR DRIVE,149980,165000.0,0.9089697,Residential,Single Family,,
156370,156369,100245,2010,04/14/2011 12:00:00 AM,East Hartford,11 NAOMI DRIVE,130390,180000.0,0.7243889,Residential,Single Family,,
156381,156380,100075,2010,12/02/2010 12:00:00 AM,East Hartford,11 OLMSTED STREET,184370,89000.0,2.071573,Residential,Two Family,14,
156457,156457,100031,2010,10/26/2010 12:00:00 AM,East Hartford,111 MADISON STREET,157860,183000.0,0.8626229999999999,Residential,Single Family,10,
156467,156467,100002,2010,10/01/2010 12:00:00 AM,East Hartford,111 OLMSTED STREETREET,121810,155000.0,0.785871,Residential,Single Family,,
156496,156496,100225,2010,03/30/2011 12:00:00 AM,East Hartford,112 KING STREET,163780,125000.0,1.31024,Residential,Single Family,,
156498,156498,100433,2010,08/25/2011 12:00:00 AM,East Hartford,112 KNOLLWOOD ROAD,227420,254000.0,0.8953542999999999,Residential,Single Family,,
156530,156530,100026,2010,10/21/2010 12:00:00 AM,East Hartford,114 BRITT ROAD,105770,139900.0,0.7560399999999999,Residential,Single Family,,
156536,156536,100373,2010,07/22/2011 12:00:00 AM,East Hartford,114 CORNELL CIRCLE,174820,161000.0,1.085839,Residential,Single Family,13,
156546,156547,100015,2010,10/08/2010 12:00:00 AM,East Hartford,114 SISSON STREETREET,128860,138000.0,0.9337681000000001,Residential,Single Family,,
156557,156558,100224,2010,03/29/2011 12:00:00 AM,East Hartford,1147 TOLLAND STREETREET,113720,125000.0,0.90976,Residential,Single Family,25,
156580,156581,100430,2010,08/24/2011 12:00:00 AM,East Hartford,115 MONROE STREETREET,109960,80862.0,1.359848,Residential,Single Family,15,
156594,156595,100338,2010,06/22/2011 12:00:00 AM,East Hartford,1152 FORBES STREET,117200,152000.0,0.7710526,Residential,Single Family,,
156607,156608,100239,2010,04/08/2011 12:00:00 AM,East Hartford,116 MANNING LANE,151900,164900.0,0.9211643,Residential,Single Family,11,
156639,156640,100219,2010,03/25/2011 12:00:00 AM,East Hartford,117 OAK STREETREET,153450,160000.0,0.9590625,Residential,Single Family,,
156645,156646,100042,2010,11/02/2010 12:00:00 AM,East Hartford,1177 FORBES STREET,147090,156800.0,0.938074,Residential,Single Family,01,
156664,156665,100125,2010,01/20/2011 12:00:00 AM,East Hartford,118 OXFORD DRIVE,90380,104000.0,0.8690385,Residential,Single Family,,
156699,156700,100213,2010,03/24/2011 12:00:00 AM,East Hartford,1194 SILVER LANE,32750,58090.0,0.5637803000000001,Vacant Land,,11,
156786,156787,100392,2010,07/27/2011 12:00:00 AM,East Hartford,120 COLT STREETREET,107840,265000.0,0.4069434,Residential,Single Family,25,
156789,156790,100021,2010,10/15/2010 12:00:00 AM,East Hartford,120 HERBERT DRIVE,165560,192500.0,0.8600519,Residential,Single Family,,
156805,156806,100297,2010,05/11/2011 12:00:00 AM,East Hartford,121-123 GRAHAM ROAD,157070,175000.0,0.8975429,Residential,Two Family,01,
156811,156812,100439,2010,08/30/2011 12:00:00 AM,East Hartford,121 ARBUTUS STREETREET,126890,179292.0,0.7077281999999999,Residential,Single Family,14,
156815,156816,100431,2010,08/25/2011 12:00:00 AM,East Hartford,121 HERON ROAD,116380,94800.0,1.227637,Residential,Single Family,25,
156829,156830,100233,2010,04/01/2011 12:00:00 AM,East Hartford,121 RIDGEWOOD ROAD,188780,124000.0,1.522419,Residential,Single Family,15,
156851,156852,100321,2010,06/09/2011 12:00:00 AM,East Hartford,122 MOHAWK DRIVE,147330,194000.0,0.759433,Residential,Single Family,,
156915,156916,100137,2010,01/31/2011 12:00:00 AM,East Hartford,124 LARRABEE STREET,117640,122000.0,0.9642622999999999,Residential,Single Family,,
156945,156946,100400,2010,08/01/2011 12:00:00 AM,East Hartford,126 BURKE STREET,118620,118500.0,1.001013,Residential,Single Family,25,
156950,156951,100200,2010,03/16/2011 12:00:00 AM,East Hartford,126 JEFFERSON LANE,122660,123000.0,0.9972358,Residential,Single Family,25,
156972,156973,100186,2010,03/07/2011 12:00:00 AM,East Hartford,1268 MAIN STREETREET,185150,100000.0,1.8515,Commercial,,25,
156979,156980,100339,2010,06/23/2011 12:00:00 AM,East Hartford,127 CIPOLLA DRIVE,161450,215000.0,0.7509302,Residential,Single Family,,
157016,157017,100266,2010,04/29/2011 12:00:00 AM,East Hartford,129 COLLIMORE ROAD,121200,185000.0,0.6551351,Condo,,,
157044,157045,100243,2010,04/13/2011 12:00:00 AM,East Hartford,13-19 INDIAN HILL STREET,186080,216000.0,0.8614815,Residential,Four Family,,
157049,157050,100148,2010,02/02/2011 12:00:00 AM,East Hartford,13 ARAWAK DRIVE,30460,31000.0,0.9825806,Residential,Single Family,,
157051,157052,100064,2010,11/22/2010 12:00:00 AM,East Hartford,13 BISSELL STREET,100700,100000.0,1.0070000000000001,Commercial,,25,
157061,157062,100220,2010,03/25/2011 12:00:00 AM,East Hartford,13 LARAIA AVENUE,165330,209900.0,0.7876608,Residential,Single Family,,
157207,157206,100376,2010,07/25/2011 12:00:00 AM,East Hartford,1341 SILVER LANE,150490,207500.0,0.7252529999999999,Residential,Single Family,,
157225,157224,100314,2010,06/02/2011 12:00:00 AM,East Hartford,1350 SILVER LANE,154590,179900.0,0.8593107,Residential,Single Family,,
157228,157227,100357,2010,07/11/2011 12:00:00 AM,East Hartford,136 BRITT ROAD,148580,98000.0,1.516122,Residential,Single Family,13,
157245,157244,100226,2010,03/31/2011 12:00:00 AM,East Hartford,136 WHITING ROAD,121050,124000.0,0.9762097,Residential,Single Family,14,
157259,157258,100397,2010,07/29/2011 12:00:00 AM,East Hartford,137 MALLARD DRIVE,170470,209990.0,0.8118006,Residential,Single Family,,
157264,157263,100131,2010,01/26/2011 12:00:00 AM,East Hartford,137 WOODYCREST DRIVE,113090,84500.0,1.338343,Residential,Single Family,14,
157265,157264,100326,2010,06/14/2011 12:00:00 AM,East Hartford,137 WOODYCREST DRIVE,113090,152500.0,0.7415738000000001,Residential,Single Family,,
157278,157277,100282,2010,05/11/2011 12:00:00 AM,East Hartford,138 JERRY ROAD,126060,148000.0,0.8517568000000001,Residential,Single Family,01,
157293,157292,100197,2010,03/14/2011 12:00:00 AM,East Hartford,139 HIGH STREETREET,105280,262500.0,0.4010667,Residential,Single Family,,
157353,157351,100153,2010,02/07/2011 12:00:00 AM,East Hartford,14 GILMAN STREETREET,179180,242500.0,0.7388866,Residential,Single Family,,
157368,157366,100142,2010,01/31/2011 12:00:00 AM,East Hartford,14 MARSHALL STREET,149470,400470.0,0.3732364,Commercial,,25,
157402,157400,100444,2010,08/31/2011 12:00:00 AM,East Hartford,14 SHAWNEE ROAD,35470,35000.0,1.0134290000000001,Residential,Single Family,25,
157447,157445,100292,2010,05/17/2011 12:00:00 AM,East Hartford,141 BRADLEY STREET,123170,152000.0,0.8103289,Residential,Single Family,,
157449,157447,100082,2010,12/07/2010 12:00:00 AM,East Hartford,141 BRENTMOOR ROAD,184020,200000.0,0.9201,Residential,Single Family,01,
157474,157472,100436,2010,08/26/2011 12:00:00 AM,East Hartford,142 WOODYCREST DRIVE,98750,105000.0,0.9404761999999999,Residential,Single Family,25,
157484,157482,100377,2010,07/26/2011 12:00:00 AM,East Hartford,143 LYDALL ROAD,127440,150000.0,0.8496,Residential,Single Family,,
157545,157543,100112,2010,12/30/2010 12:00:00 AM,East Hartford,146 DAVIS ROAD,159170,175000.0,0.9095429,Residential,Single Family,,
157604,157602,100134,2010,01/28/2011 12:00:00 AM,East Hartford,149 NAUBUC AVE,172120,120000.0,1.434333,Residential,Single Family,14,
157621,157619,100088,2010,12/13/2010 12:00:00 AM,East Hartford,15-17 RECTOR STREET,165720,205900.0,0.8048566999999999,Residential,Two Family,,
157646,157644,100364,2010,07/15/2011 12:00:00 AM,East Hartford,15 BIRCHWOOD ROAD,162230,188000.0,0.8629254999999999,Residential,Single Family,,
157680,157678,100274,2010,05/04/2011 12:00:00 AM,East Hartford,15 GREENLAWN STREETREET,130640,122000.0,1.07082,Residential,Single Family,19,
157711,157709,100272,2010,05/02/2011 12:00:00 AM,East Hartford,15 PEZZENTE LANE,173760,207000.0,0.8394203000000001,Residential,Single Family,,
157719,157717,100191,2010,03/09/2011 12:00:00 AM,East Hartford,15 PORTERBROOK AVENUE,113230,125000.0,0.90584,Residential,Single Family,,
157777,157775,100288,2010,05/13/2011 12:00:00 AM,East Hartford,151 151A 184 PARK AVE,775390,250000.0,3.1015599999999997,Industrial,,25,
157783,157781,100437,2010,08/29/2011 12:00:00 AM,East Hartford,151 HICKORY DRIVE,124020,155000.0,0.800129,Residential,Single Family,,
157816,158690,100316,2010,06/02/2011 12:00:00 AM,East Hartford,19 PHILLIPS FARM ROAD,205090,285527.0,0.7182858,Condo,,,
157827,157824,100166,2010,02/16/2011 12:00:00 AM,East Hartford,1535 & 1537 FORBES STREET,923830,855000.0,1.080503,Commercial,,16,
157838,157835,100278,2010,05/06/2011 12:00:00 AM,East Hartford,154 GREEN MANOR DRIVE,138360,65000.0,2.128615,Residential,Single Family,24,
157877,157875,100028,2010,10/21/2010 12:00:00 AM,East Hartford,156 MANOR CIRCLE,106980,94900.0,1.127292,Residential,Single Family,18,
157889,157888,100359,2010,07/13/2011 12:00:00 AM,East Hartford,157 JERRY ROAD,150270,176000.0,0.8538068000000001,Residential,Single Family,,
157925,157924,100074,2010,12/01/2010 12:00:00 AM,East Hartford,16 A 3 BELL COURT,20650,20000.0,1.0325,Condo,,25,
157940,157939,100317,2010,06/03/2011 12:00:00 AM,East Hartford,16 BLISS STREET,161790,115000.0,1.40687,Residential,Two Family,14,
157997,157996,100008,2010,10/05/2010 12:00:00 AM,East Hartford,16 LATIMER STREETREET,101140,135000.0,0.7491852,Residential,Single Family,,
158018,158017,100441,2010,08/31/2011 12:00:00 AM,East Hartford,16 NARRAGANSETT ROAD,16110,22900.0,0.7034934,Residential,Single Family,,
158038,158037,100124,2010,01/19/2011 12:00:00 AM,East Hartford,16 SEDGWICK ROAD,115310,127000.0,0.9079528,Residential,Single Family,,
158048,158047,100103,2010,12/22/2010 12:00:00 AM,East Hartford,16 WEBSTER STREET,119930,155000.0,0.7737419,Residential,Single Family,,
158070,158069,100056,2010,11/16/2010 12:00:00 AM,East Hartford,160 WAKEFIELD CIRCLE,79940,99640.0,0.8022882,Condo,,,
158093,158092,100410,2010,08/05/2011 12:00:00 AM,East Hartford,162 ARBUTUS STREET,117580,120000.0,0.9798333,Residential,Single Family,25,
158094,158093,100190,2010,03/09/2011 12:00:00 AM,East Hartford,162 ARBUTUS STREETREET,117580,83000.0,1.416627,Residential,Single Family,14,
158215,158214,100258,2010,04/25/2011 12:00:00 AM,East Hartford,17-19 PROSPECT STREET,168490,199500.0,0.8445613999999999,Residential,Two Family,,
158220,158219,100327,2010,06/14/2011 12:00:00 AM,East Hartford,17 ADAMS STREETREET,122650,110000.0,1.115,Residential,Single Family,25,
158221,158220,100252,2010,04/19/2011 12:00:00 AM,East Hartford,17 ARAPAHO DRIVE,32160,26000.0,1.236923,Residential,Single Family,11,
158249,158248,100183,2010,03/04/2011 12:00:00 AM,East Hartford,17 JAMES STREET,112930,96000.0,1.1763540000000001,Residential,Single Family,11,
158261,158260,100217,2010,03/25/2011 12:00:00 AM,East Hartford,17 LYDALL ROAD,113710,131750.0,0.863074,Residential,Single Family,,
158272,158271,100396,2010,07/29/2011 12:00:00 AM,East Hartford,17 OLMSTED STREETREET,122280,100000.0,1.2228,Residential,Single Family,14,
158287,158286,100254,2010,04/20/2011 12:00:00 AM,East Hartford,17 SUNSET RIDGE DRIVE,191150,203500.0,0.939312,Residential,Single Family,,
158288,158287,100305,2010,05/31/2011 12:00:00 AM,East Hartford,17 VINCENT DRIVE,126000,175000.0,0.72,Condo,,,
158345,158344,100360,2010,07/13/2011 12:00:00 AM,East Hartford,172 WOODMONT STREETREET,173430,225000.0,0.7708,Residential,Single Family,,
158377,158376,100237,2010,04/07/2011 12:00:00 AM,East Hartford,175 KING STREET,147090,145000.0,1.014414,Residential,Single Family,,
158389,158388,100018,2010,10/14/2010 12:00:00 AM,East Hartford,176 HANDEL ROAD,91930,75000.0,1.225733,Residential,Single Family,11,
158413,158412,100201,2010,03/17/2011 12:00:00 AM,East Hartford,178 WAKEFIELD CIRCLE,79940,68000.0,1.1755879999999999,Condo,,25,
158415,158414,100250,2010,04/18/2011 12:00:00 AM,East Hartford,179-181 WOODLAWN CIR,120550,81250.0,1.483692,Residential,Two Family,14,
158549,158548,100401,2010,08/01/2011 12:00:00 AM,East Hartford,183 TIMBER TRAIL,175390,232000.0,0.7559914000000001,Residential,Single Family,,
158563,158562,100162,2010,02/14/2011 12:00:00 AM,East Hartford,185 BURKE STREETREET,118860,145000.0,0.8197241,Residential,Single Family,,
158571,158570,100127,2010,01/24/2011 12:00:00 AM,East Hartford,186-190 WOODLAWN CIR,138140,115000.0,1.201217,Residential,Three Family,14,
158573,158572,100389,2010,07/27/2011 12:00:00 AM,East Hartford,186-190 WOODLAWN CIRCLE,138140,158000.0,0.8743038000000001,Residential,Three Family,,
158575,158574,100361,2010,07/13/2011 12:00:00 AM,East Hartford,186 ELLINGTON ROAD,111190,88000.0,1.263523,Residential,Single Family,25,
158644,158644,100308,2010,06/01/2011 12:00:00 AM,East Hartford,19 CARTWAY LANE,178480,215000.0,0.8301395,Residential,Single Family,,
158699,158700,100279,2010,05/06/2011 12:00:00 AM,East Hartford,19 TAYLOR STREETREET,110370,72375.0,1.524974,Residential,Single Family,14,
158701,158702,100096,2010,12/17/2010 12:00:00 AM,East Hartford,19 THOMAS STREET,567910,512088.0,1.109009,Commercial,,14,
158702,158703,100351,2010,06/30/2011 12:00:00 AM,East Hartford,19 THOMAS STREETREET,624700,470000.0,1.329149,Industrial,,14,
158718,158719,100408,2010,08/04/2011 12:00:00 AM,East Hartford,190 CAMBRIDGE DRIVE,94530,97000.0,0.9745360999999999,Residential,Single Family,25,
158721,158722,100035,2010,10/27/2010 12:00:00 AM,East Hartford,190 HOLLISTER DRIVE,90970,124000.0,0.733629,Residential,Single Family,,
158786,158786,100353,2010,07/01/2011 12:00:00 AM,East Hartford,196 JEFFERSON LANE,125360,128000.0,0.979375,Residential,Single Family,13,
158847,158848,100060,2010,11/17/2010 12:00:00 AM,East Hartford,2 MOHAWK ROAD,16540,24000.0,0.6891666999999999,Residential,Single Family,,
158854,158855,100241,2010,04/12/2011 12:00:00 AM,East Hartford,2 NORTHBROOK COURT,102040,135000.0,0.7558519,Condo,,,
158882,158883,100120,2010,01/07/2011 12:00:00 AM,East Hartford,20 ARAWAK DRIVE,26000,26900.0,0.9665428,Residential,Single Family,,
158919,158920,100174,2010,02/28/2011 12:00:00 AM,East Hartford,20 LEVERICH DRIVE,197540,192500.0,1.026182,Residential,Single Family,,
158975,158975,100331,2010,06/20/2011 12:00:00 AM,East Hartford,200 SANDRA DRIVE,155900,152500.0,1.0222950000000002,Residential,Single Family,25,
158979,158979,100123,2010,01/14/2011 12:00:00 AM,East Hartford,201 BURKE STREET,165640,155000.0,1.068645,Residential,Single Family,,
158992,158992,100290,2010,05/13/2011 12:00:00 AM,East Hartford,202 BURKE STREET,116280,140000.0,0.8305714,Residential,Single Family,,
159002,159002,100414,2010,08/09/2011 12:00:00 AM,East Hartford,203 WICKHAM DRIVE,155100,187500.0,0.8272,Residential,Single Family,,
159039,159039,100231,2010,04/02/2011 12:00:00 AM,East Hartford,208 - 242 HILLS STREETREET,208790,200000.0,1.04395,Residential,Single Family,14,
159040,159040,100232,2010,04/01/2011 12:00:00 AM,East Hartford,208 224 232 242 HILLS STREET,208790,60000.0,3.479833,Residential,Single Family,03,
159050,159050,100229,2010,03/31/2011 12:00:00 AM,East Hartford,209 CHESTER STREET,112920,162000.0,0.697037,Residential,Single Family,,
159081,159081,100055,2010,11/16/2010 12:00:00 AM,East Hartford,21 & 27 MARY STREET,119320,66500.0,1.794286,Residential,Single Family,24,
159173,159174,100284,2010,05/12/2011 12:00:00 AM,East Hartford,21 WELLS AVE,114690,156000.0,0.7351923,Residential,Single Family,,
159204,159205,100242,2010,04/12/2011 12:00:00 AM,East Hartford,212 OAK STREET,136880,162500.0,0.8423385,Residential,Single Family,11,
159248,159249,100050,2010,11/10/2010 12:00:00 AM,East Hartford,219 GREENWOOD STREETREET,107360,135000.0,0.7952593000000001,Residential,Single Family,11,
159258,159259,100084,2010,12/07/2010 12:00:00 AM,East Hartford,22 ANDOVER ROAD,174330,110000.0,1.584818,Residential,Single Family,25,
159263,159297,100083,2010,12/07/2010 12:00:00 AM,East Hartford,22 JANDOVER ROAD,174330,55000.0,3.169636,Residential,Single Family,04,
159271,159271,100251,2010,04/18/2011 12:00:00 AM,East Hartford,22 CANTERBURY STREETREET,113060,48000.0,2.3554169999999996,Residential,Single Family,11,
159273,159273,100295,2010,05/23/2011 12:00:00 AM,East Hartford,22 CHESSLEE ROAD,120020,128500.0,0.9340078000000002,Residential,Single Family,25,
159296,159296,100406,2010,08/03/2011 12:00:00 AM,East Hartford,22 HOLLAND STREET,83700,60000.0,1.395,Residential,Single Family,25,
159339,159339,100264,2010,04/29/2011 12:00:00 AM,East Hartford,22 NELSON & 28-34 NELSON STREETREE,382560,205000.0,1.8661459999999999,Industrial,,24,
159348,159348,100177,2010,03/01/2011 12:00:00 AM,East Hartford,22 OLLMSTED STREETREET,168490,61500.0,2.739675,Residential,Two Family,14,
159416,159417,100387,2010,07/27/2011 12:00:00 AM,East Hartford,229 ELLINGTON ROAD #11,41510,46000.0,0.9023913,Condo,,,
159417,159418,100386,2010,07/27/2011 12:00:00 AM,East Hartford,229 ELLINGTON ROAD #12,41510,46000.0,0.9023913,Condo,,,
159421,159422,100053,2010,11/12/2010 12:00:00 AM,East Hartford,229 ELLINGTON ROAD UNIT 12,41510,15000.0,2.7673330000000003,Condo,,25,
159552,159553,100195,2010,03/11/2011 12:00:00 AM,East Hartford,23 WHITING ROAD,114110,58100.0,1.9640279999999999,Residential,Single Family,25,
159570,159571,100188,2010,03/09/2011 12:00:00 AM,East Hartford,231 ELLINGTON ROAD UNIT Y,57330,30255.0,1.894893,Condo,,14,
