,ID,SerialNumber,ListYear,DateRecorded,Town,Address,AssessedValue,SaleAmount,SalesRatio,PropertyType,ResidentialType,NonUseCode,Remarks
242783,242784,110221,2011,02/24/2012 12:00:00 AM,Greenwich,50 CIRCLE DRIVE GREENWICH CT 0,439250,535500.0,0.8202613999999999,Residential,Single Family,,
242784,242785,110767,2011,08/31/2012 12:00:00 AM,Greenwich,50 CLOSE ROAD GREENWICH CT 0,1587320,3150000.0,0.5039111,Residential,Single Family,,
242833,242834,110442,2011,05/25/2012 12:00:00 AM,Greenwich,50 MALLARD DRIVE GRW CT,1702890,2500000.0,0.6811560000000001,Residential,Single Family,,
242854,242855,110184,2011,01/23/2012 12:00:00 AM,Greenwich,50 PUTNAM PARK GREENWICH CT 0,56112000,362000.0,155.0055,Commercial,,8,
242880,242881,110681,2011,08/02/2012 12:00:00 AM,Greenwich,500 RIVER ROAD UNIT #3 COS CO,559020,625000.0,0.894432,Condo,,,
242882,242883,110460,2011,06/01/2012 12:00:00 AM,Greenwich,500 RIVER ROAD UNIT 22 CC CT 0,557760,654000.0,0.852844,Condo,,,
242888,242889,110454,2011,05/31/2012 12:00:00 AM,Greenwich,502 COGNEWAUGH ROAD CC CT,3185700,3700000.0,0.861,Residential,Single Family,,
242891,242892,110050,2011,11/09/2011 12:00:00 AM,Greenwich,502 WET LYON FARM DRIVE GREEN,564760,780000.0,0.7240513000000001,Condo,,,
242928,242929,110502,2011,06/14/2012 12:00:00 AM,Greenwich,51 FOREST AVE #173 OG CT 068,426720,480000.0,0.889,Condo,,,
242930,242931,110773,2011,09/04/2012 12:00:00 AM,Greenwich,51 FOREST AVE UNIT 109 OLD G,421400,660000.0,0.6384848000000001,Condo,,,
242931,242932,110397,2011,05/10/2012 12:00:00 AM,Greenwich,51 FOREST AVE UNIT 138 OLD GR,430290,840000.0,0.51225,Condo,,,
242932,242933,110517,2011,06/18/2012 12:00:00 AM,Greenwich,51 FOREST AVE UNIT 27 OG CT,359590,500000.0,0.71918,Condo,,,
242943,242944,110171,2011,01/13/2012 12:00:00 AM,Greenwich,51 FOREST AVE #20 OLD GREENWIC,345170,490000.0,0.7044286,Condo,,,
243088,243089,110366,2011,04/24/2012 12:00:00 AM,Greenwich,51 FOREST AVENUE UNIT 168 OLD,376460,545000.0,0.6907523,Condo,,,
243089,243090,110337,2011,04/11/2012 12:00:00 AM,Greenwich,51 FOREST AVENUE UNIT 58 OLD,350000,550000.0,0.6363635999999999,Condo,,,
243093,243094,110295,2011,03/23/2012 12:00:00 AM,Greenwich,51 FOREST AVENUE UNIT 62 OLD G,349650,480000.0,0.7284375,Condo,,,
243094,243095,110695,2011,08/07/2012 12:00:00 AM,Greenwich,51 FOREST AVENUE UNIT 64 OLD,388010,575000.0,0.6748,Condo,,,
243096,243097,110610,2011,07/12/2012 12:00:00 AM,Greenwich,51 FOREST AVENUE UNIT 78 OLD,439390,535000.0,0.8212896999999999,Condo,,,
243193,243194,110059,2011,11/15/2011 12:00:00 AM,Greenwich,52 CROWN LANE GREENWICH CT 0,1844710,2662000.0,0.692979,Residential,Single Family,,FALSE
243194,243195,110333,2011,04/09/2012 12:00:00 AM,Greenwich,52 DOUBLING ROAD GREENWICH CT,2011310,2250000.0,0.8939155999999999,Residential,Single Family,,
243197,243198,110552,2011,06/26/2012 12:00:00 AM,Greenwich,52 GREENWICH HILLS DRIVE GRW CT,442330,655000.0,0.675313,Condo,,,
243229,243230,110017,2011,10/07/2011 12:00:00 AM,Greenwich,52 PARK AVE OLD GRW CT 06870,1594040,3200000.0,0.4981375,Residential,Single Family,,FALSE
243231,243232,110082,2011,11/22/2011 12:00:00 AM,Greenwich,52 PECKSLAND ROAD GREENWICH C,1464330,1650000.0,0.8874726999999999,Residential,Single Family,25,
243283,243284,110376,2011,05/01/2012 12:00:00 AM,Greenwich,53 CAT ROCK ROAD CC CT,1254050,1357500.0,0.9237936999999999,Residential,Single Family,,
243285,243286,110569,2011,06/29/2012 12:00:00 AM,Greenwich,53 CROSS LANE CC CT 06807,747880,1151000.0,0.6497654,Residential,Single Family,,
243287,243288,110065,2011,11/16/2011 12:00:00 AM,Greenwich,53 GLENVILLE STREETREET GREENWICH,469700,467500.0,1.0047059999999999,Residential,Single Family,,
243296,243297,110320,2011,04/02/2012 12:00:00 AM,Greenwich,53 LOCKWOOD ROAD OLD GREENWIC,1241950,1875000.0,0.6623733,Residential,Single Family,,
243337,243338,110417,2011,05/17/2012 12:00:00 AM,Greenwich,530 STEAMBOAT ROAD UNIT 1D GRW,36442000,1150000.0,31.6887,Commercial,,8,
243355,243356,110779,2011,09/04/2012 12:00:00 AM,Greenwich,54 ALEXANDER STREETREET GREENWICH,415310,395000.0,1.051418,Residential,Two Family,,
243358,243359,110644,2011,07/23/2012 12:00:00 AM,Greenwich,54 BINNEY LANE OLD GRW CT 0683,2812320,4100000.0,0.6859316999999999,Residential,Single Family,,
243366,243367,110347,2011,04/16/2012 12:00:00 AM,Greenwich,54 CENTER DRIVE OLD GREENWICH,427000,500000.0,0.8540000000000001,Residential,Single Family,,
243386,243387,110165,2011,01/11/2012 12:00:00 AM,Greenwich,54 HIGHMEADOW ROAD OLD GREENWI,1260210,2150000.0,0.5861441999999999,Residential,Single Family,,
243391,243392,110391,2011,05/07/2012 12:00:00 AM,Greenwich,54 JOHN STREETREET GRW CT,804370,995000.0,0.8084121,Residential,Single Family,,
243401,243402,110204,2011,02/01/2012 12:00:00 AM,Greenwich,54 PUTNAM PARK GREENWICH CT 06,56112000,225000.0,249.3867,Commercial,,8,
243415,243416,110499,2011,06/13/2012 12:00:00 AM,Greenwich,54 TERRACE AVE RIV CT 06878,689780,805000.0,0.8568696,Residential,Single Family,,
243427,243428,110372,2011,04/30/2012 12:00:00 AM,Greenwich,542 LAKE AVENUE GREENWICH CT,3167080,5300000.0,0.5975623000000001,Residential,Single Family,,
243429,243430,110364,2011,04/23/2012 12:00:00 AM,Greenwich,542 NORTH STREETREET GREENWICH CT,1997030,3600000.0,0.5547306,Residential,Single Family,,
243440,243441,110422,2011,05/18/2012 12:00:00 AM,Greenwich,545 INDIAN FIELD ROAD GRW CT,6873370,10600000.0,0.6484310999999999,Residential,Single Family,,
243445,243446,110428,2011,05/21/2012 12:00:00 AM,Greenwich,549 INDIAN FIELD ROAD GRW CT,6962620,11000000.0,0.6329655,Residential,Single Family,,
243447,243448,110213,2011,02/16/2012 12:00:00 AM,Greenwich,55 ALMIRE DRIVE GREENWICH CT 0,356160,590000.0,0.603661,Residential,Single Family,,
243453,243454,110302,2011,03/27/2012 12:00:00 AM,Greenwich,55 BINNEY LANE OLD GREENWICH,6130110,9250000.0,0.6627145999999999,Residential,Single Family,,
243460,243461,110396,2011,05/09/2012 12:00:00 AM,Greenwich,55 BURNING TREE ROAD GRW CT,1122310,1700000.0,0.6601824000000001,Residential,Single Family,,
243461,243462,110346,2011,04/13/2012 12:00:00 AM,Greenwich,55 BUSH AVE GREENWICH CT 06830,2286410,2930000.0,0.7803446999999999,Residential,Single Family,,
243483,243484,110218,2011,02/10/2012 12:00:00 AM,Greenwich,55 HILLSIDE ROAD GREENWICH CT,1703380,2755000.0,0.6182868,Residential,Single Family,,
243495,243496,110587,2011,07/03/2012 12:00:00 AM,Greenwich,55 OTTER ROCK DRIVE GRW CT 06,4524660,10250000.0,0.4414302,Residential,Single Family,,
243496,243497,110367,2011,04/25/2012 12:00:00 AM,Greenwich,55 OVAL AVENUE RIVERSIDE CT 0,551040,665000.0,0.8286315999999999,Residential,Single Family,,FALSE
243540,243541,110596,2011,07/09/2012 12:00:00 AM,Greenwich,559 STREETEAMBOAT ROAD U B-2 GRW,2800000,4850000.0,0.5773196,Condo,,,
243541,243542,110019,2011,10/12/2011 12:00:00 AM,Greenwich,559 STREETEAMBOAT ROAD UA3 GRW CT,0,4425000.0,0.0,Condo,,7,
243558,243559,110470,2011,06/05/2012 12:00:00 AM,Greenwich,56 LADDINS ROCK ROAD OG CT 06,531300,600000.0,0.8855,Residential,Single Family,,
243559,243560,110306,2011,03/28/2012 12:00:00 AM,Greenwich,56 LOCUST ROAD GREENWICH CT 0,768040,625000.0,1.228864,Residential,Single Family,14,
243573,243574,110416,2011,05/16/2012 12:00:00 AM,Greenwich,56 ORCHARD PLACE UNIT WEST GRW CT,886760,1150000.0,0.7710956999999999,Condo,,,
243577,243578,110063,2011,11/16/2011 12:00:00 AM,Greenwich,56 ORCHARD STREETREET COS COB CT,577220,729000.0,0.791797,Residential,Two Family,,
243579,243580,110850,2011,09/27/2012 12:00:00 AM,Greenwich,56 PUTNAM PARK GRW CT 06830,56112000,360000.0,155.8667,Commercial,,8,
243588,243589,110097,2011,12/02/2011 12:00:00 AM,Greenwich,56 RIVERSVILLE ROAD GREENWICH,946820,1400000.0,0.6763,Residential,Single Family,,
243620,243621,110175,2011,01/17/2012 12:00:00 AM,Greenwich,57 GREY ROCK DRIVE GREENWICH C,494200,405000.0,1.2202469999999999,Residential,Single Family,,
243643,243644,110161,2011,01/10/2012 12:00:00 AM,Greenwich,57 PEMBERWICK ROAD GREENWICH,337960,530000.0,0.6376604,Residential,Four Family,,
243647,243648,110620,2011,07/16/2012 12:00:00 AM,Greenwich,57 SOUND BEACH AVENUE EXT RIV,474530,670000.0,0.7082537,Residential,Single Family,,
243683,243684,110768,2011,08/31/2012 12:00:00 AM,Greenwich,58 INDIAN HEAD ROAD RIVERSIDE,1394750,2100000.0,0.6641667,Residential,Single Family,,
243718,243719,110125,2011,12/19/2011 12:00:00 AM,Greenwich,587 NORTH STREETREET GREENWICH CT,2676170,3350000.0,0.7988566999999999,Residential,Single Family,,
243733,243734,110201,2011,01/31/2012 12:00:00 AM,Greenwich,59 HILLSIDE DRIVE GRW CT 06830,877380,671300.0,1.306986,Residential,Single Family,,
243743,243744,110188,2011,01/24/2012 12:00:00 AM,Greenwich,59 LEGRANDE AVE  UNIT 14 GRW,805420,1100000.0,0.7322,Condo,,,
243749,243750,110567,2011,06/28/2012 12:00:00 AM,Greenwich,59 LEGRANDE AVE UNIT 15 GRW C,805420,1145000.0,0.7034236,Condo,,,
243768,243769,110672,2011,08/01/2012 12:00:00 AM,Greenwich,59 LONDONDERRY DRIVE GRW CT 06,1224230,1850000.0,0.6617459,Residential,Single Family,,
243776,243777,110205,2011,02/01/2012 12:00:00 AM,Greenwich,59 PARK AVE SOUTH OLD GREENWIC,1011920,2195000.0,0.46101140000000007,Residential,Single Family,,
243778,243779,110715,2011,08/15/2012 12:00:00 AM,Greenwich,59 PARK AVENUE OLD GREENWICH,1011920,2225000.0,0.4547955,Residential,Single Family,,
243858,243859,110053,2011,11/14/2011 12:00:00 AM,Greenwich,6 FITCH LANE GREENWICH CT 0683,409710,125000.0,3.27768,Residential,Single Family,8,
243903,243904,110429,2011,05/21/2012 12:00:00 AM,Greenwich,6 LINWOOD DRIVE RIV CT,731150,1075000.0,0.6801395,Residential,Single Family,,
243913,243914,110680,2011,08/02/2012 12:00:00 AM,Greenwich,6 MAHER AVENUE GRW CT 06830,1103410,1950000.0,0.5658513000000001,Residential,Single Family,,
243921,243922,110219,2011,02/13/2012 12:00:00 AM,Greenwich,6 MIAMI COURT COS COB CT 06807,421890,597500.0,0.7060920999999999,Residential,Single Family,,
243933,243934,110627,2011,07/17/2012 12:00:00 AM,Greenwich,6 OCEAN VIEW AVENUE GRW CT 068,294000,470000.0,0.6255319,Residential,Single Family,,
243936,243937,110461,2011,06/01/2012 12:00:00 AM,Greenwich,6 PALMER TERRACE RIV CT 06878,1079820,1849000.0,0.5840022,Residential,Single Family,,
243945,243946,110052,2011,11/14/2011 12:00:00 AM,Greenwich,6 RANDOM ROAD OLD GREENWICH CT,1099700,2315000.0,0.4750324000000001,Residential,Single Family,,
243959,243960,110729,2011,08/17/2012 12:00:00 AM,Greenwich,6 SHERWOOD FARM LANE GRW CT 0,2921940,4675000.0,0.6250139,Residential,Single Family,,
243988,243989,110146,2011,12/29/2011 12:00:00 AM,Greenwich,6 WESSKUM WOOD ROAD RIVERSIDE,1063440,1840000.0,0.5779565,Residential,Single Family,,
244007,244008,110452,2011,05/31/2012 12:00:00 AM,Greenwich,60 CAT ROCK ROAD CC CT,1400000,1825000.0,0.7671233000000001,Residential,Single Family,,
244014,244015,110352,2011,04/17/2012 12:00:00 AM,Greenwich,60 EAST ELM STREETREET GREENWICH,2442930,3600000.0,0.6785916999999999,Residential,Single Family,,
244036,244037,110761,2011,08/29/2012 12:00:00 AM,Greenwich,60 PUTNAM PARK GRW CT 06830,56112000,430000.0,130.493,Commercial,,8,
244041,244042,110085,2011,11/29/2011 12:00:00 AM,Greenwich,60 SHORE ROAD OLD GREENWICH CT,1785420,4000000.0,0.446355,Residential,Single Family,,
244043,244044,110599,2011,07/10/2012 12:00:00 AM,Greenwich,60 SPRING STREET UNIT 3 GRW CT 06,568470,715000.0,0.7950629,Condo,,,
244061,244062,110439,2011,05/25/2012 12:00:00 AM,Greenwich,603 STREETEAMBOAT ROAD UNIT 4 GRW,1355200,1250000.0,1.08416,Condo,,,
244068,244069,110503,2011,06/14/2012 12:00:00 AM,Greenwich,609 WEST LYON FARM DRIVE GRW CT,580440,905000.0,0.6413701999999999,Condo,,,
244111,244112,110491,2011,06/11/2012 12:00:00 AM,Greenwich,61 WINDING LANE GRW CT06831,2327990,2400000.0,0.9699958000000001,Residential,Single Family,,
244128,244129,110355,2011,04/17/2012 12:00:00 AM,Greenwich,619 STREETEAMBOAT ROAD GREENWICH C,1413510,3000000.0,0.47117,Residential,Single Family,,
244136,244137,110463,2011,06/01/2012 12:00:00 AM,Greenwich,62 BROOKRIDGE DRIVE GRW CT 068,3077690,4200000.0,0.7327833,Residential,Single Family,,
244145,244146,110458,2011,06/01/2012 12:00:00 AM,Greenwich,62 HILLSIDE ROAD GRW CT 06830,1147860,950000.0,1.208274,Residential,Single Family,,
244169,244170,110723,2011,08/17/2012 12:00:00 AM,Greenwich,622 RIVERSVILLE ROAD GREENWIC,1571220,1600000.0,0.9820125,Residential,Single Family,,
244181,244182,110190,2011,01/25/2012 12:00:00 AM,Greenwich,63-65 PEMBERWICK ROAD GRW CT 068,1138200,472500.0,2.408889,Commercial,,25,
244210,244211,110505,2011,06/14/2012 12:00:00 AM,Greenwich,63 MAPLE AVENUE GRW CT 06830,2756530,3700000.0,0.7450081000000001,Residential,Single Family,14,FALSE
244214,244215,110169,2011,01/13/2012 12:00:00 AM,Greenwich,63 NORTH STREETREET GREENWICH CT,1621200,2775000.0,0.5842162,Residential,Single Family,,
244244,244245,110403,2011,05/14/2012 12:00:00 AM,Greenwich,630 STREETEAMBOAT ROAD GRW CT 068,36442000,3900000.0,9.344103,Commercial,,8,
244245,244246,110045,2011,11/07/2011 12:00:00 AM,Greenwich,630 STREETEAMBOAT ROAD U 2CN GREE,36442000,950000.0,38.36,Commercial,,8,
244246,244247,110843,2011,09/26/2012 12:00:00 AM,Greenwich,630 STREETEAMBOAT ROAD APT 4A GRE,36442000,1787500.0,20.38713,Commercial,,8,
244272,244273,110111,2011,12/14/2011 12:00:00 AM,Greenwich,64 LOCKWOOD AVENUE OLD GREENWI,1605800,2375000.0,0.6761263000000001,Residential,Single Family,,
244309,244310,110844,2011,09/26/2012 12:00:00 AM,Greenwich,65 FLORENCE ROAD RIVERSIDE CT,546350,842500.0,0.6484866,Residential,Single Family,,
244323,244324,110079,2011,11/23/2011 12:00:00 AM,Greenwich,65 SHERWOOD PLACEACE GREENWICH,664230,650000.0,1.021892,Residential,Two Family,,FALSE
244332,244333,110018,2011,10/12/2011 12:00:00 AM,Greenwich,65 UPPER CROSS ROAD GRW CT 06830,11184250,16000000.0,0.6990156,Residential,Single Family,24,FALSE
244341,244342,110296,2011,03/22/2012 12:00:00 AM,Greenwich,66 CAT ROCK ROAD COS COB CT 06,1098090,1150000.0,0.9548609,Residential,Single Family,,
244353,244354,110129,2011,12/20/2011 12:00:00 AM,Greenwich,66 LOCUST STREETREET GREENWICH CT,675920,630000.0,1.072889,Residential,Two Family,,
244356,244357,110694,2011,08/07/2012 12:00:00 AM,Greenwich,66 NORTHRIDGE ROAD OLD GREENWI,631120,1050000.0,0.6010667,Residential,Single Family,,
244379,244380,110541,2011,06/27/2012 12:00:00 AM,Greenwich,665 STEAMBOAT ROAD GRW CT 06830,1792560,2950000.0,0.6076475,Residential,Single Family,,
244400,244401,110438,2011,05/25/2012 12:00:00 AM,Greenwich,67 LOCKWOOD LANE RIV CT 06902,1047480,1595000.0,0.6567273,Residential,Single Family,,
244456,244457,110092,2011,12/01/2011 12:00:00 AM,Greenwich,68 ORCHARD STREETREET COS COB CT,517580,605000.0,0.8555040999999999,Residential,Single Family,,
244499,244500,110540,2011,06/22/2012 12:00:00 AM,Greenwich,69 RIVERDALE AVE GRW CT 06831,538440,1250000.0,0.430752,Condo,,27,FALSE
244502,244503,110303,2011,03/27/2012 12:00:00 AM,Greenwich,69 RIVERDALE AVE UNIT 103 GR,527730,629000.0,0.8389984,Condo,,,
244514,244515,110241,2011,03/01/2012 12:00:00 AM,Greenwich,69 RIVERDALE AVE UNIT 204 GREE,518630,650000.0,0.7978923000000001,Condo,,,
244523,244524,110799,2011,09/11/2012 12:00:00 AM,Greenwich,69 RIVERDALE AVENUE UNIT 203,518630,600000.0,0.8643833000000001,Condo,,,
244524,244525,110315,2011,03/30/2012 12:00:00 AM,Greenwich,69 RIVERDALE AVENUE UNIT 304,512960,717500.0,0.7149268,Condo,,,
244526,244527,110093,2011,12/01/2011 12:00:00 AM,Greenwich,69 RIVERDALE AVENUE UNIT 202 G,518630,625000.0,0.829808,Condo,,,
244529,244530,110289,2011,03/20/2012 12:00:00 AM,Greenwich,69 RIVERSIDE AVE RIVERSIDE CT,1063300,1200000.0,0.8860833,Residential,Single Family,,
244535,244536,110068,2011,11/18/2011 12:00:00 AM,Greenwich,69 WEST BROTHER DRIVE GREENWI,910000,1300000.0,0.7,Residential,Single Family,,FALSE
244536,244537,110798,2011,09/11/2012 12:00:00 AM,Greenwich,690 STREETEAMBOAT ROAD UNIT 8 GR,15687000,3975000.0,3.946415,Commercial,,8,
244542,244543,110321,2011,04/02/2012 12:00:00 AM,Greenwich,7 BENDERS DRIVE  GREENWICH CT,526190,570000.0,0.9231404000000001,Residential,Single Family,,
244572,244573,110456,2011,06/01/2012 12:00:00 AM,Greenwich,7 CHESTNUT STREET CC CT 06807,923090,1400100.0,0.6593029,Residential,Single Family,,
244574,244575,110750,2011,08/24/2012 12:00:00 AM,Greenwich,7 CLARK STREETREET OLD GREENWICH,1478820,3200000.0,0.46213119999999996,Residential,Single Family,,
244619,244620,110568,2011,06/28/2012 12:00:00 AM,Greenwich,7 GINKGO LANE GRW CT 06830,1040130,1189000.0,0.8747939,Residential,Single Family,,
244657,244658,110485,2011,06/08/2012 12:00:00 AM,Greenwich,7 LAKEVIEW DRIVE RIV CT 06878,669550,900000.0,0.7439444000000001,Residential,Single Family,,
244664,244665,110751,2011,08/24/2012 12:00:00 AM,Greenwich,7 LIGHTHOUSE LANE OLD GREENWI,1478190,2350000.0,0.629017,Residential,Single Family,,
244666,244667,110790,2011,09/07/2012 12:00:00 AM,Greenwich,7 LITTLE COVE PLACEACE OLD GREENW,2850540,6500000.0,0.4385446,Residential,Single Family,,
244676,244677,110387,2011,05/04/2012 12:00:00 AM,Greenwich,7 MEADOW PLACEACE OLD GRW CT,4060770,4000000.0,1.015192,Residential,Single Family,,
244682,244683,110675,2011,08/01/2012 12:00:00 AM,Greenwich,7 MULBERRY LANE COS COB CT 06,1135330,1895000.0,0.5991187,Residential,Single Family,,
244716,244717,110668,2011,08/01/2012 12:00:00 AM,Greenwich,7 RICHLAND ROAD GRW CT 06830,574840,670000.0,0.8579701,Residential,Single Family,,
244719,244720,110813,2011,09/17/2012 12:00:00 AM,Greenwich,7 RICKI BETH LANE OLD GREENWI,1104460,2475000.0,0.4462465,Residential,Single Family,,
244742,244743,110373,2011,04/30/2012 12:00:00 AM,Greenwich,7 SPARROW LANE GREENWICH CT 0,1439270,1960000.0,0.7343214,Residential,Single Family,,
244746,244747,110126,2011,12/19/2011 12:00:00 AM,Greenwich,7 STREETEEPHOLLOW LANE COS COB CT,500500,650000.0,0.77,Residential,Single Family,,FALSE
244752,244753,110553,2011,06/26/2012 12:00:00 AM,Greenwich,7 SUBURBAN AVE CC CT 06807,637910,980000.0,0.6509286,Residential,Two Family,,
244761,244762,110028,2011,10/20/2011 12:00:00 AM,Greenwich,7 TREETOP TERRACE GRW CT 06831,1097740,1300000.0,0.8444154,Residential,Single Family,,
244765,244766,110114,2011,12/15/2011 12:00:00 AM,Greenwich,7 TYLER LANE RIVERSIDE CT 0687,2201640,3700000.0,0.5950378000000001,Residential,Single Family,,
244792,244793,110206,2011,02/01/2012 12:00:00 AM,Greenwich,70 BUSH AVENUE GREENWICH CT 06,1755460,2175000.0,0.807108,Residential,Single Family,,
244798,244799,110737,2011,08/22/2012 12:00:00 AM,Greenwich,70 HAVEMEYER PLACE UNIT 70 SOUTH,2323090,2500000.0,0.9292360000000001,Condo,,,
244807,244808,110563,2011,06/28/2012 12:00:00 AM,Greenwich,70 MEADOW ROAD & 32 OAK DRIVE RI,1418550,2356391.0,0.6020011,Vacant Land,,7,
244814,244815,110775,2011,09/04/2012 12:00:00 AM,Greenwich,70 OTTER ROCK DRIVE GREENWICH,2527070,5180750.0,0.48778069999999996,Residential,Single Family,,
244873,244874,110807,2011,09/13/2012 12:00:00 AM,Greenwich,71 LEGRANDE AVE #2 GREENWICH C,624120,700000.0,0.8916,Residential,Two Family,,
244886,244887,110402,2011,05/14/2012 12:00:00 AM,Greenwich,71 PERKINS ROAD GRW CT,1597260,1600000.0,0.9982875,Residential,Single Family,,
244895,244896,110683,2011,08/03/2012 12:00:00 AM,Greenwich,71 RIVERSIDE LANE RIVERSIDE C,413420,600000.0,0.6890333000000001,Residential,Single Family,,FALSE
244898,244899,110225,2011,02/22/2012 12:00:00 AM,Greenwich,71 SHEEPHILL ROAD RIVERSIDE CT,496440,297817.0,1.66693,Residential,Single Family,1,
244934,244935,110443,2011,05/25/2012 12:00:00 AM,Greenwich,72 SHORE ROAD OLD GRW CT,1298640,1100000.0,1.180582,Residential,Single Family,,
244937,244938,110560,2011,06/28/2012 12:00:00 AM,Greenwich,72 SUMMIT ROAD RIV CT 06878,1049230,1970000.0,0.5326041,Residential,Single Family,,
245004,245005,110703,2011,08/10/2012 12:00:00 AM,Greenwich,73 WEAVER STREETREET UNIT 1 GREENW,787850,850000.0,0.9268824000000001,Condo,,1,
245017,245018,110643,2011,07/23/2012 12:00:00 AM,Greenwich,74 DANDY DRIVE COS COB CT 068,748090,1445000.0,0.5177093,Residential,Single Family,,
245027,245028,110232,2011,02/28/2012 12:00:00 AM,Greenwich,74 LONGMEADOW ROAD RIVERSIDE,880530,1374000.0,0.6408515,Residential,Single Family,,
245043,245043,110334,2011,04/11/2012 12:00:00 AM,Greenwich,74 UPPER CROSS ROAD GREENWICH,7339010,13500000.0,0.5436304,Residential,Single Family,,
245071,245071,110471,2011,06/05/2012 12:00:00 AM,Greenwich,75 COS COB AVE UNIT 3 CC CT 06,276080,350000.0,0.7888,Condo,,,
245093,245094,110409,2011,05/16/2012 12:00:00 AM,Greenwich,75 HOLLY HILL LANE GRW CT 068,22476370,19300000.0,1.164579,Commercial,,25,
245106,245107,110345,2011,04/13/2012 12:00:00 AM,Greenwich,75 SHEEPHILL ROAD RIVERSIDE,453040,610000.0,0.7426885,Residential,Single Family,,
245150,245151,110007,2011,10/05/2011 12:00:00 AM,Greenwich,767 LAKE AVE GRW CT 06830,2655870,3625000.0,0.7326538,Residential,Single Family,,
245160,245161,110211,2011,02/03/2012 12:00:00 AM,Greenwich,77 LONDONDERRY DRIVE GREENWIC,2601340,3650000.0,0.7126958999999999,Residential,Single Family,,
245164,245165,110776,2011,09/04/2012 12:00:00 AM,Greenwich,77 MALLARD DRIVE GREENWICH CT,644770,955000.0,0.6751518,Residential,Single Family,,
245172,245173,110400,2011,05/11/2012 12:00:00 AM,Greenwich,77 SAWMILL LANE GRW CT,1759520,2100000.0,0.8378667,Residential,Single Family,,
245192,245193,110095,2011,12/01/2011 12:00:00 AM,Greenwich,77 SHERWOOD PLACE GREENWICH CT 06,2948190,3200000.0,0.9213094000000001,Condo,,,
245211,245212,110006,2011,10/04/2011 12:00:00 AM,Greenwich,777LAKE AVE GRW CT 06830,1746430,2100000.0,0.8316333,Residential,Single Family,,
245217,245218,110765,2011,08/31/2012 12:00:00 AM,Greenwich,78 DANDY DRIVE COS COB CT 068,762090,1170000.0,0.651359,Residential,Single Family,,
245237,245238,110604,2011,07/10/2012 12:00:00 AM,Greenwich,78 RIVER ROAD UNIT 11 CC CT 0,447160,722500.0,0.6189066,Condo,,,
245239,245240,110614,2011,07/13/2012 12:00:00 AM,Greenwich,78 RIVER ROAD UNIT 13 COS CO,465570,805000.0,0.5783478,Condo,,,
245253,245254,110450,2011,05/31/2012 12:00:00 AM,Greenwich,78 VIEW STREETREET GRW CT,377300,349000.0,1.081089,Residential,Two Family,,
245261,245262,110833,2011,09/21/2012 12:00:00 AM,Greenwich,79 DINGLETOWN ROAD GREENWICH,3597510,5100000.0,0.7053941,Residential,Single Family,,
245286,245287,110080,2011,11/23/2011 12:00:00 AM,Greenwich,79 WILLIAM STREETREET GREENWICH C,571480,600000.0,0.9524667,Residential,Single Family,,
245297,245298,110857,2011,09/28/2012 12:00:00 AM,Greenwich,8 ALPINE ROAD GREENWICH CT 06,1936690,1750000.0,1.1066799999999999,Residential,Single Family,14,
245299,245300,110258,2011,03/12/2012 12:00:00 AM,Greenwich,8 ARNOLD STREETREET OLD GREENWICH,473900,910000.0,0.5207692,Residential,Single Family,,
245309,245310,110573,2011,06/29/2012 12:00:00 AM,Greenwich,8 BALDWIN FARMS NORTH GRW CT 0,2911230,6500000.0,0.44788149999999993,Residential,Single Family,7,
245363,245364,110173,2011,01/13/2012 12:00:00 AM,Greenwich,8 ECHO LANE GREENWICH CT 0683,888370,985000.0,0.9018985,Residential,Single Family,,
245370,245371,110754,2011,08/24/2012 12:00:00 AM,Greenwich,8 FLETCHER AVENUE GREENWICH C,344330,455000.0,0.7567691999999999,Residential,Single Family,,
245378,245379,110226,2011,02/23/2012 12:00:00 AM,Greenwich,8 HARTFORD AVE GREENWICH CT 0,258930,474000.0,0.5462658,Residential,Single Family,,
245390,245391,110172,2011,01/13/2012 12:00:00 AM,Greenwich,8 HOBART DRIVE GREENWICH CT 0,2645930,3675000.0,0.7199810000000001,Residential,Single Family,,
245394,245395,110465,2011,06/04/2012 12:00:00 AM,Greenwich,8 JACKSON STREETREET COS COB CT 06,833700,794000.0,1.05,Residential,Single Family,14,
245401,245402,110674,2011,08/01/2012 12:00:00 AM,Greenwich,8 LONG VIEW AVENUE RIVERSIDE C,1937950,3360000.0,0.5767708,Residential,Single Family,,
245416,245417,110060,2011,11/15/2011 12:00:00 AM,Greenwich,8 MILTIADES AVE RIVERSIDE CT,668220,800000.0,0.835275,Residential,Single Family,,
245427,245428,110427,2011,05/21/2012 12:00:00 AM,Greenwich,8 OSCEOLA DRIVE CC CT,779730,1625000.0,0.4798338,Residential,Single Family,,
245438,245439,110122,2011,12/16/2011 12:00:00 AM,Greenwich,8 PERRY PLACEACE RIVERSIDE CT 06,522480,710000.0,0.7358873,Residential,Single Family,,
245460,245461,110665,2011,07/31/2012 12:00:00 AM,Greenwich,8 ROUND HILL ROAD GREENWICH C,1819090,2525000.0,0.7204316999999999,Residential,Single Family,,
245474,245475,110547,2011,06/26/2012 12:00:00 AM,Greenwich,8 STREET CLAIRE AVE OG CT 06870,1594250,2835000.0,0.5623457,Residential,Single Family,,
